"BLOCK","BG","PUMA","REGION"
410510012023031,410510012023,1305,29
410510094003019,410510094003,1302,14
410510045002002,410510045002,1314,2
410470003003007,410470003003,1103,24
410470003003037,410470003003,1103,24
410510082011002,410510082011,1302,14
410510082011006,410510082011,1302,14
410510082011012,410510082011,1302,14
410510082011015,410510082011,1302,14
410510082011017,410510082011,1302,14
410510073001116,410510073001,1302,14
410510073001117,410510073001,1302,14
410510073001119,410510073001,1302,14
410510005021018,410510005021,1303,30
410510005021020,410510005021,1303,30
410510005021021,410510005021,1303,30
410510005022005,410510005022,1303,30
410510005023004,410510005023,1303,30
410510051013002,410510051013,1314,2
410510051013006,410510051013,1314,2
410510051021004,410510051021,1314,2
410510051022000,410510051022,1314,2
410510040033012,410510040033,1301,13
410510087002020,410510087002,1303,30
410510087003000,410510087003,1303,30
410510087003003,410510087003,1303,30
410510087003006,410510087003,1303,30
410510087003009,410510087003,1303,30
410510087002003,410510087002,1303,30
410510023033022,410510023033,1305,29
410510023033023,410510023033,1305,29
410670302001003,410670302001,1324,15
410670302002011,410670302002,1324,15
410670302003002,410670302003,1324,15
410619705003045,410619705003,100,17
410670326033008,410670326033,1322,25
410670317083001,410670317083,1323,26
410599502024024,410599502024,100,17
410659706001044,410659706001,200,3
410659707001031,410659707001,200,3
410659707001037,410659707001,200,3
410659707001045,410659707001,200,3
410670329041022,410670329041,1321,27
410599506011020,410599506011,100,17
410599506011043,410599506011,100,17
410599506012000,410599506012,100,17
410599506012004,410599506012,100,17
410670315062004,410670315062,1321,27
410710305013023,410710305013,1200,23
410710305013025,410710305013,1200,23
410670316061000,410670316061,1323,26
410670316061003,410670316061,1323,26
410670316061004,410670316061,1323,26
410670316061010,410670316061,1323,26
410670302003015,410670302003,1324,15
410670302004005,410670302004,1324,15
410670302004015,410670302004,1324,15
410619706001023,410619706001,100,17
410670326041001,410670326041,1322,25
410670326041005,410670326041,1322,25
410670318061003,410670318061,1323,26
410670318062014,410670318062,1323,26
410710310002081,410710310002,1200,23
410670320012003,410670320012,1320,31
410670320012005,410670320012,1320,31
410670320012008,410670320012,1320,31
410599506012014,410599506012,100,17
410670315073000,410670315073,1321,27
410670333022003,410670333022,1321,27
410659708004072,410659708004,200,3
410670316062005,410670316062,1323,26
410670316062010,410670316062,1323,26
410670316063014,410670316063,1323,26
410659701001011,410659701001,200,3
410710306021040,410710306021,1200,23
410710306021050,410710306021,1200,23
410710306021056,410710306021,1200,23
410670318064017,410670318064,1323,26
410670326044006,410670326044,1322,25
410670309001007,410670309001,1320,31
410670318072007,410670318072,1323,26
410670318072009,410670318072,1323,26
410670318072016,410670318072,1323,26
410599503002041,410599503002,100,17
410670310051002,410670310051,1324,15
410599506021003,410599506021,100,17
410599506021012,410599506021,100,17
410670320041003,410670320041,1320,31
410579606003029,410579606003,500,5
410579606003033,410579606003,500,5
410670316121011,410670316121,1323,26
410670316122006,410670316122,1323,26
410670316122011,410670316122,1323,26
410670302001014,410670302001,1324,15
410670316142009,410670316142,1323,26
410670303004014,410670303004,1324,15
410710306022026,410710306022,1200,23
410659701001079,410659701001,200,3
410659701002001,410659701002,200,3
410710306023022,410710306023,1200,23
410710306023023,410710306023,1200,23
410710307022000,410710307022,1200,23
410710307022003,410710307022,1200,23
410670310053008,410670310053,1324,15
410670310054001,410670310054,1324,15
410670310071002,410670310071,1324,15
410670328001069,410670328001,1321,27
410670329011023,410670329011,1321,27
410670329011066,410670329011,1321,27
410710303041007,410710303041,1200,23
410670334002029,410670334002,1321,27
410530205003000,410530205003,1200,23
410670316142003,410670316142,1323,26
410670322023015,410670322023,1322,25
410599510002034,410599510002,100,17
410599510002037,410599510002,100,17
410670316151020,410670316151,1323,26
410670316154005,410670316154,1323,26
410670304012021,410670304012,1324,15
410659701003000,410659701003,200,3
410659701003016,410659701003,200,3
410710307023009,410710307023,1200,23
410710307023034,410710307023,1200,23
410670326061002,410670326061,1322,25
410670326061003,410670326061,1322,25
410670326063004,410670326063,1322,25
410670318141004,410670318141,1323,26
410670318142002,410670318142,1323,26
410670318143004,410670318143,1323,26
410670310072016,410670310072,1324,15
410670310084008,410670310084,1324,15
410670310084011,410670310084,1324,15
410670329012010,410670329012,1321,27
410670329012015,410670329012,1321,27
410670320054000,410670320054,1320,31
410670323011030,410670323011,1322,25
410599510005000,410599510005,100,17
410670316154006,410670316154,1323,26
410599400002009,410599400002,100,17
410659702003008,410659702003,200,3
410670326065000,410670326065,1322,25
410670318161001,410670318161,1323,26
410670318163004,410670318163,1323,26
410670318171004,410670318171,1323,26
410670310091001,410670310091,1324,15
410670310091004,410670310091,1324,15
410670310093000,410670310093,1324,15
410670329031016,410670329031,1321,27
410670329031017,410670329031,1321,27
410670329032005,410670329032,1321,27
410670321081008,410670321081,1320,31
410599508002018,410599508002,100,17
410670304023024,410670304023,1324,15
410670304023031,410670304023,1324,15
410670305011000,410670305011,1324,15
410670305011003,410670305011,1324,15
410670305011005,410670305011,1324,15
410670305011007,410670305011,1324,15
410670305012002,410670305012,1324,15
410670305012016,410670305012,1324,15
410710307031055,410710307031,1200,23
410670326101012,410670326101,1322,25
410670326101014,410670326101,1322,25
410670326101017,410670326101,1322,25
410670326102005,410670326102,1322,25
410670310102007,410670310102,1324,15
410579604011050,410579604011,500,5
410670329032023,410670329032,1321,27
410670329041003,410670329041,1321,27
410670321083005,410670321083,1320,31
410599511005009,410599511005,100,17
410670316183001,410670316183,1322,25
410670316191001,410670316191,1323,26
410579601021091,410579601021,500,5
410670305013002,410670305013,1324,15
410670305013012,410670305013,1324,15
410670305021004,410670305021,1324,15
410710307041012,410710307041,1200,23
410710307041014,410710307041,1200,23
410670318212001,410670318212,1323,26
410670311001000,410670311001,1324,15
410670319042000,410670319042,1320,31
410599504002019,410599504002,100,17
410670311002013,410670311002,1324,15
410670311002016,410670311002,1324,15
410670312011004,410670312011,1324,15
410670329043009,410670329043,1321,27
410670329043015,410670329043,1321,27
410670330001001,410670330001,1321,27
410599508004021,410599508004,100,17
410670315172007,410670315172,1321,27
410670324045001,410670324045,1322,25
410670305023008,410670305023,1324,15
410670305023010,410670305023,1324,15
410659703003003,410659703003,200,3
410710308011006,410710308011,1200,23
410710308012014,410710308012,1200,23
410710308022019,410710308022,1200,23
410670319042006,410670319042,1320,31
410670312012050,410670312012,1324,15
410670312021010,410670312021,1324,15
410670312022004,410670312022,1324,15
410710304001075,410710304001,1200,23
410710304002041,410710304002,1200,23
410670324091005,410670324091,1322,25
410670324091011,410670324091,1322,25
410670324091012,410670324091,1322,25
410670324092000,410670324092,1322,25
410670316212012,410670316212,1323,26
410599512014028,410599512014,100,17
410579601022012,410579601022,500,5
410670306003014,410670306003,1320,31
410659704001001,410659704001,200,3
410659704001033,410659704001,200,3
410710309001030,410710309001,1200,23
410670313011012,410670313011,1324,15
410670313011019,410670313011,1324,15
410579604013074,410579604013,500,5
410670330003012,410670330003,1321,27
410599509002010,410599509002,100,17
410670324112006,410670324112,1322,25
410670324113009,410670324113,1322,25
410670316232006,410670316232,1323,26
410670307001008,410670307001,1320,31
410670306004006,410670306004,1320,31
410659704002031,410659704002,200,3
410710308012119,410710308012,1200,23
410710308013020,410710308013,1200,23
410670319112001,410670319112,1320,31
410670319112005,410670319112,1320,31
410670319121011,410670319121,1320,31
410670319122012,410670319122,1320,31
410670321122022,410670321122,1320,31
410670324122006,410670324122,1322,25
410670316241002,410670316241,1323,26
410670307002012,410670307002,1320,31
410670307002016,410670307002,1320,31
410670308011004,410670308011,1320,31
410670308011009,410670308011,1320,31
410670308011011,410670308011,1320,31
410670308013001,410670308013,1320,31
410670319123005,410670319123,1320,31
410670319123006,410670319123,1320,31
410670319123009,410670319123,1320,31
410599505002017,410599505002,100,17
410579604021014,410579604021,500,5
410670322011000,410670322011,1322,25
410710305021115,410710305021,1200,23
410619704002003,410619704002,100,17
410619704002037,410619704002,100,17
410670317031005,410670317031,1323,26
410670317032002,410670317032,1323,26
410579602001014,410579602001,500,5
410599502011012,410599502011,100,17
410579604021044,410579604021,500,5
410579604021056,410579604021,500,5
410579604022000,410579604022,500,5
410670331012025,410670331012,1321,27
410670331012030,410670331012,1321,27
410670314032035,410670314032,1324,15
410670331021021,410670331021,1321,27
410599510002027,410599510002,100,17
410599510002030,410599510002,100,17
410670301031004,410670301031,1324,15
410710305023016,410710305023,1200,23
410619704003021,410619704003,100,17
410670325011020,410670325011,1322,25
410670325013002,410670325013,1322,25
410670325013007,410670325013,1322,25
410670317033007,410670317033,1323,26
410670317033010,410670317033,1323,26
410670317033011,410670317033,1323,26
410670317052001,410670317052,1323,26
410670317052005,410670317052,1323,26
410579602001072,410579602001,500,5
410670308034001,410670308034,1320,31
410619707003004,410619707003,100,17
410619707003010,410619707003,100,17
410619708001000,410619708001,100,17
410670314041003,410670314041,1324,15
410670331022008,410670331022,1321,27
410670301043003,410670301043,1324,15
410670301052002,410670301052,1324,15
410639603002021,410639603002,100,17
410670325013027,410670325013,1322,25
410670325013045,410670325013,1322,25
410670317064000,410670317064,1323,26
410670317071001,410670317071,1323,26
410670317071005,410670317071,1323,26
410599502013023,410599502013,100,17
410670309001001,410670309001,1320,31
410670309001002,410670309001,1320,31
410670309001006,410670309001,1320,31
410670319161019,410670319161,1320,31
410670319162001,410670319162,1320,31
410670332012001,410670332012,1321,27
410670332012003,410670332012,1321,27
410670332012005,410670332012,1321,27
410670332022019,410670332022,1321,27
410670332022022,410670332022,1321,27
410670333011001,410670333011,1321,27
410710306011014,410710306011,1200,23
410670325031003,410670325031,1322,25
410670317072001,410670317072,1323,26
410670325032007,410670325032,1322,25
410599502021010,410599502021,100,17
410599502021014,410599502021,100,17
410670317081004,410670317081,1323,26
410670317081007,410670317081,1323,26
410670317081012,410670317081,1323,26
410599502023000,410599502023,100,17
410619708004022,410619708004,100,17
410619708004024,410619708004,100,17
410710302021063,410710302021,1200,23
410670319171000,410670319171,1320,31
410670319172001,410670319172,1320,31
410670319172008,410670319172,1320,31
410599506011003,410599506011,100,17
410670315044004,410670315044,1321,27
410670333014021,410670333014,1321,27
410191400004003,410191400004,1000,8
410191400004009,410191400004,1000,8
410191400005016,410191400005,1000,8
410191500012020,410191500012,1000,8
410191500013002,410191500013,1000,8
410099708002009,410099708002,500,5
410099705003008,410099705003,500,5
410099708002015,410099708002,500,5
410170016012000,410170016012,400,18
410099702013008,410099702013,500,5
410159503024036,410159503024,800,4
410190900021044,410190900021,1000,8
410099702022005,410099702022,500,5
410110007014104,410110007014,800,4
410110009012015,410110009012,800,4
410170010041006,410170010041,400,18
410099710001013,410099710001,500,5
410110003003000,410110003003,800,4
410110006003015,410110006003,800,4
410110007012014,410110007012,800,4
410159503023007,410159503023,800,4
410110010011012,410110010011,800,4
410099702022021,410099702022,500,5
410139501022019,410139501022,200,3
410170009022006,410170009022,400,18
410170009022011,410170009022,400,18
410170008001003,410170008001,400,18
410099702012003,410099702012,500,5
410099702022051,410099702022,500,5
410110005061004,410110005061,800,4
410170014022006,410170014022,400,18
410159504021008,410159504021,800,4
410110005032000,410110005032,800,4
410170015022017,410170015022,400,18
410110005051000,410110005051,800,4
410110005051006,410110005051,800,4
410110011024036,410110011024,800,4
410170005011010,410170005011,400,18
410170012003017,410170012003,400,18
410170019042011,410170019042,400,18
410159502021019,410159502021,800,4
410170012001052,410170012001,400,18
410079502004023,410079502004,500,5
410170009011010,410170009011,400,18
410110001012011,410110001012,800,4
410099711002077,410099711002,500,5
410170007012028,410170007012,400,18
410170002011020,410170002011,400,18
410191300023000,410191300023,1000,8
410191300023003,410191300023,1000,8
410079507002055,410079507002,500,5
410079509001005,410079509001,500,5
410099711001010,410099711001,500,5
410099711003028,410099711003,500,5
410099711003048,410099711003,500,5
410170011022011,410170011022,400,18
410191600023034,410191600023,1000,8
410170017021015,410170017021,400,18
410190500031011,410190500031,1000,8
410191300012007,410191300012,1000,8
410191300012010,410191300012,1000,8
410191600013003,410191600013,1000,8
410170011011027,410170011011,400,18
410170017011026,410170017011,400,18
410191600021025,410191600021,1000,8
410099707001008,410099707001,500,5
410099707001015,410099707001,500,5
410290002013000,410290002013,901,22
410290008002003,410290008002,901,22
410050208003001,410050208003,1318,7
410050209001005,410050209001,1318,7
410050221082051,410050221082,1318,7
410279501002029,410279501002,200,3
410279502011005,410279502011,200,3
410290014013006,410290014013,902,28
410290014021009,410290014021,902,28
410290029022044,410290029022,902,28
410333607013018,410333607013,800,4
410079505004026,410079505004,500,5
410239602023005,410239602023,200,3
410279502013008,410279502013,200,3
410279502013025,410279502013,200,3
410333607014015,410333607014,800,4
410390011014011,410390011014,705,12
410059800001122,410059800001,1317,20
410030010012003,410030010012,600,11
410030010013012,410030010013,600,11
410050206023000,410050206023,1319,6
410050221052029,410050221052,1318,7
410050221053005,410050221053,1318,7
410259601011056,410259601011,300,19
410279501003023,410279501003,200,3
410279501003027,410279501003,200,3
410050244011004,410050244011,1319,6
410030108001015,410030108001,600,11
410290013012007,410290013012,902,28
410290013013037,410290013013,902,28
410050205051013,410050205051,1319,6
410050205052013,410050205052,1319,6
410050221012009,410050221012,1318,7
410279501001042,410279501001,200,3
410050206011016,410050206011,1319,6
410050218013018,410050218013,1318,7
410030106011064,410030106011,600,11
410290006032010,410290006032,901,22
410290011003022,410290011003,901,22
410290004051007,410290004051,901,22
410290004051010,410290004051,901,22
410290004052001,410290004052,901,22
410290004052005,410290004052,901,22
410290004063011,410290004063,901,22
410050205043002,410050205043,1319,6
410050205051004,410050205051,1319,6
410050217001014,410050217001,1318,7
410050217002017,410050217002,1318,7
410290011004019,410290011004,901,22
410290005012039,410290005012,901,22
410390004032002,410390004032,705,12
410050218011004,410050218011,1318,7
410290004031008,410290004031,901,22
410333605001008,410333605001,800,4
410390007053017,410390007053,705,12
410050243041060,410050243041,1317,20
410050216011019,410050216011,1318,7
410050216013021,410050216013,1318,7
410019504001007,410019504001,100,17
410019504001010,410019504001,100,17
410333605001026,410333605001,800,4
410319602023038,410319602023,200,3
410050222084014,410050222084,1318,7
410279503021013,410279503021,200,3
410050211003006,410050211003,1318,7
410050212001005,410050212001,1318,7
410279504004001,410279504004,200,3
410290001002000,410290001002,901,22
410290001002007,410290001002,901,22
410333612022011,410333612022,800,4
410050222064009,410050222064,1318,7
410050222071002,410050222071,1318,7
410050226051004,410050226051,1318,7
410050210001054,410050210001,1318,7
410050210002025,410050210002,1318,7
410290014031006,410290014031,902,28
410259602002660,410259602002,300,19
410050213003016,410050213003,1318,7
410050214001008,410050214001,1318,7
410050214003012,410050214003,1318,7
410050222061001,410050222061,1318,7
410290015002006,410290015002,902,28
410333612011018,410333612011,800,4
410390004043001,410390004043,705,12
410359711002004,410359711002,300,19
410390009042033,410390009042,705,12
410390015001241,410390015001,705,12
410359714004001,410359714004,300,19
410390018011022,410390018011,704,10
410510103042001,410510103042,1316,1
410510103051023,410510103051,1316,1
410530202022046,410530202022,1200,23
410390047004001,410390047004,703,16
410519800001025,410519800001,1301,13
410390042002009,410390042002,703,16
410390023012016,410390023012,703,16
410390030003000,410390030003,704,10
410390031011010,410390031011,704,10
410519800001016,410519800001,1301,13
410530203044014,410530203044,1200,23
410390024031039,410390024031,703,16
410390024031053,410390024031,703,16
410390049001005,410390049001,703,16
410390026002014,410390026002,703,16
410390020023011,410390020023,704,10
410390041002012,410390041002,703,16
410510098033017,410510098033,1316,1
410390027001000,410390027001,703,16
410390029032001,410390029032,704,10
410430207001015,410430207001,600,11
410530203042009,410530203042,1200,23
410390024031008,410390024031,703,16
410390022031008,410390022031,704,10
410390030001026,410390030001,704,10
410390040003000,410390040003,703,16
410430204004008,410430204004,600,11
410510097042010,410510097042,1316,1
410510102001040,410510102001,1316,1
410390043005017,410390043005,703,16
410430208012018,410430208012,600,11
410390029022000,410390029022,704,10
410390029023000,410390029023,704,10
410430205003006,410430205003,600,11
410530203032015,410530203032,1200,23
410510104052009,410510104052,1316,1
410390044032013,410390044032,703,16
410390019022008,410390019022,704,10
410430204002018,410430204002,600,11
410510106012017,410510106012,1314,2
410510106021006,410510106021,1314,2
410510106021007,410510106021,1314,2
410510106021020,410510106021,1314,2
410510106021021,410510106021,1314,2
410390025042013,410390025042,703,16
410390023021039,410390023021,703,16
410510101021008,410510101021,1316,1
410510104131001,410510104131,1316,1
410530052042002,410530052042,1200,23
410510104023030,410510104023,1316,1
410390028003017,410390028003,703,16
410510100014017,410510100014,1316,1
410510104021033,410510104021,1316,1
410390024042037,410390024042,703,16
410390039001079,410390039001,703,16
410390050001002,410390050001,703,16
410390050002003,410390050002,703,16
410510101011014,410510101011,1316,1
410510101013000,410510101013,1316,1
410510099041000,410510099041,1316,1
410390028001007,410390028001,703,16
410510096062018,410510096062,1316,1
410459703003017,410459703003,300,19
410470020012002,410470020012,1104,9
410470020012005,410470020012,1104,9
410470105033078,410470105033,1105,21
410510012031021,410510012031,1305,29
410510012032010,410510012032,1305,29
410510064021003,410510064021,1314,2
410510083011005,410510083011,1303,30
410510083012001,410510083012,1303,30
410510083012006,410510083012,1303,30
410510089021012,410510089021,1303,30
410510096043003,410510096043,1316,1
410470020022047,410470020022,1104,9
410470105023023,410470105023,1105,21
410510012042014,410510012042,1305,29
410510013012015,410510013012,1305,29
410510013014002,410510013014,1305,29
410510062003004,410510062003,1314,2
410510072023064,410510072023,1301,13
410510072023073,410510072023,1301,13
410470014013000,410470014013,1103,24
410470014013013,410470014013,1103,24
410510008011018,410510008011,1303,30
410510089023005,410510089023,1303,30
410510089023011,410510089023,1303,30
410510089023032,410510089023,1303,30
410470018013013,410470018013,1104,9
410470018024014,410470018024,1104,9
410470018032016,410470018032,1104,9
410510012022008,410510012022,1305,29
410470023011000,410470023011,1104,9
410470023033001,410470023033,1104,9
410470023033008,410470023033,1104,9
410510013014017,410510013014,1305,29
410510081006003,410510081006,1302,14
410510081006010,410510081006,1302,14
410510023031024,410510023031,1305,29
410510023031058,410510023031,1305,29
410510023031064,410510023031,1305,29
410510023033034,410510023033,1305,29
410510023033040,410510023033,1305,29
410510091011003,410510091011,1302,14
410510091011011,410510091011,1302,14
410510091011013,410510091011,1302,14
410510096052005,410510096052,1316,1
410510028023019,410510028023,1305,29
410510028023029,410510028023,1305,29
410510038031007,410510038031,1301,13
410510014001014,410510014001,1305,29
410510082011009,410510082011,1302,14
410510082012000,410510082012,1302,14
410510007021011,410510007021,1303,30
410510007024006,410510007024,1303,30
410470017023000,410470017023,1103,24
410510011011090,410510011011,1305,29
410510011011100,410510011011,1305,29
410510011011103,410510011011,1305,29
410510011011120,410510011011,1305,29
410510011012002,410510011012,1305,29
410510011022016,410510011022,1303,30
410510038022004,410510038022,1301,13
410510081001022,410510081001,1302,14
410510081002001,410510081002,1302,14
410510081002020,410510081002,1302,14
410510081005000,410510081005,1302,14
410510096031004,410510096031,1316,1
410510096032002,410510096032,1316,1
410470010002022,410470010002,1104,9
410470011001009,410470011001,1104,9
410470011002019,410470011002,1104,9
410510006014004,410510006014,1303,30
410510022031014,410510022031,1301,13
410510022031055,410510022031,1301,13
410510022034013,410510022034,1301,13
410510023031005,410510023031,1305,29
410510023031008,410510023031,1305,29
410459709002646,410459709002,300,19
410510027022009,410510027022,1305,29
410510043001108,410510043001,1314,2
410510043001115,410510043001,1314,2
410470009006006,410470009006,1104,9
410510021011026,410510021011,1305,29
410510021011032,410510021011,1305,29
410510021011053,410510021011,1305,29
410510036031001,410510036031,1301,13
410470017012002,410470017012,1103,24
410470103082000,410470103082,1105,21
410470103082010,410470103082,1105,21
410510010005011,410510010005,1303,30
410510011011045,410510011011,1305,29
410510038011013,410510038011,1301,13
410510038013000,410510038013,1301,13
410510045001015,410510045001,1314,2
410510095021012,410510095021,1302,14
410470107022023,410470107022,1105,21
410470027022002,410470027022,1105,21
410510006011008,410510006011,1303,30
410510006013014,410510006013,1303,30
410510036021019,410510036021,1301,13
410510051033009,410510051033,1314,2
410510052012007,410510052012,1314,2
410510052012016,410510052012,1314,2
410470016011014,410470016011,1103,24
410470016032008,410470016032,1103,24
410470016032011,410470016032,1103,24
410470016033004,410470016033,1103,24
410510027021014,410510027021,1305,29
410510042001017,410510042001,1301,13
410510070023003,410510070023,1314,2
410510079002018,410510079002,1302,14
410510094003020,410510094003,1302,14
410510094004023,410510094004,1302,14
410470107012053,410470107012,1105,21
410470027011012,410470027011,1105,21
410510035022007,410510035022,1301,13
410510040032000,410510040032,1301,13
410510040033007,410510040033,1301,13
410510025023007,410510025023,1305,29
410510025024007,410510025024,1305,29
410510059021000,410510059021,1314,2
410510095011004,410510095011,1302,14
410510095011017,410510095011,1302,14
410470004002016,410470004002,1103,24
410470005023005,410470005023,1103,24
410510004013017,410510004013,1303,30
410510036012000,410510036012,1301,13
410510036013021,410510036013,1301,13
410510051021000,410510051021,1314,2
410510051032001,410510051032,1314,2
410510051032005,410510051032,1314,2
410510051032010,410510051032,1314,2
410470015021019,410470015021,1103,24
410470015022003,410470015022,1103,24
410470016011004,410470016011,1103,24
410510009013017,410510009013,1303,30
410510041041003,410510041041,1301,13
410510062003003,410510062003,1314,2
410470025042008,410470025042,1103,24
410510035014007,410510035014,1301,13
410510050022021,410510050022,1314,2
410470103042000,410470103042,1105,21
410510024022013,410510024022,1305,29
410510092042004,410510092042,1302,14
410510092043002,410510092043,1302,14
410510092043005,410510092043,1302,14
410510093012000,410510093012,1302,14
410510093013006,410510093013,1302,14
410510093021001,410510093021,1302,14
410510093022016,410510093022,1302,14
410510072011022,410510072011,1301,13
410470003003038,410470003003,1103,24
410510051013009,410510051013,1314,2
410510077002001,410510077002,1302,14
410510091021007,410510091021,1302,14
410510094001005,410510094001,1302,14
410470023043010,410470023043,1104,9
410470002002015,410470002002,1104,9
410470002002022,410470002002,1104,9
410470002002028,410470002002,1104,9
410470002002044,410470002002,1104,9
410510003012032,410510003012,1303,30
410510017031014,410510017031,1305,29
410510087001001,410510087001,1303,30
410510089043001,410510089043,1316,1
410510089043002,410510089043,1316,1
410510090011004,410510090011,1302,14
410510090014001,410510090014,1302,14
410510055002000,410510055002,1314,2
410510055002005,410510055002,1314,2
410510092022004,410510092022,1302,14
410510092022007,410510092022,1302,14
410510092023017,410510092023,1302,14
410510092031008,410510092031,1302,14
410510092031015,410510092031,1302,14
410510080011019,410510080011,1302,14
410470024001006,410470024001,1104,9
410510003022010,410510003022,1303,30
410510003022044,410510003022,1303,30
410510016021026,410510016021,1305,29
410510016022000,410510016022,1305,29
410510048003000,410510048003,1314,2
410510065012005,410510065012,1314,2
410510087001012,410510087001,1303,30
410510055003003,410510055003,1314,2
410510056012003,410510056012,1314,2
410510056013005,410510056013,1314,2
410510068011022,410510068011,1314,2
410510068021005,410510068021,1314,2
410510097012008,410510097012,1302,14
410510080021016,410510080021,1302,14
410510080022007,410510080022,1302,14
410510081001002,410510081001,1302,14
410510002021006,410510002021,1303,30
410510003012009,410510003012,1303,30
410510003012012,410510003012,1303,30
410510016023011,410510016023,1305,29
410510074001001,410510074001,1301,13
410510085001018,410510085001,1303,30
410510085002000,410510085002,1303,30
410510086002003,410510086002,1303,30
410430302013038,410430302013,600,11
410510097013001,410510097013,1302,14
410510097014000,410510097014,1302,14
410470021012002,410470021012,1104,9
410510073001118,410510073001,1302,14
410510073001123,410510073001,1302,14
410510073001135,410510073001,1302,14
410510083022009,410510083022,1302,14
410510084001005,410510084001,1302,14
410510089031012,410510089031,1316,1
410459702004002,410459702004,300,19
410459702004018,410459702004,300,19
410470022011006,410470022011,1104,9
410470105032028,410470105032,1105,21
410510039022010,410510039022,1301,13
410510046012021,410510046012,1314,2
410510046021003,410510046021,1314,2
410510073001017,410510073001,1302,14
410510073001019,410510073001,1302,14
410510082041010,410510082041,1302,14
410510084001009,410510084001,1302,14
410670316213011,410670316213,1323,26
410670326042004,410670326042,1322,25
410710307024000,410710307024,1200,23
410710304002080,410710304002,1200,23
410670301041014,410670301041,1324,15
410670325013008,410670325013,1322,25
410670325013015,410670325013,1322,25
410670325013051,410670325013,1322,25
410639601001095,410639601001,100,17
410670330004024,410670330004,1321,27
410670324112000,410670324112,1322,25
410670314041015,410670314041,1324,15
410670314044005,410670314044,1324,15
410670316142010,410670316142,1323,26
410670316143005,410670316143,1323,26
410670316153005,410670316153,1323,26
410599504005005,410599504005,100,17
410670329043017,410670329043,1321,27
410670320011000,410670320011,1320,31
410710303033010,410710303033,1200,23
410670324041002,410670324041,1322,25
410670324042000,410670324042,1322,25
410670324072006,410670324072,1322,25
410670316122005,410670316122,1323,26
410670316122009,410670316122,1323,26
410670324092002,410670324092,1322,25
410619708001013,410619708001,100,17
410670329041017,410670329041,1321,27
410670311002019,410670311002,1324,15
410599509002063,410599509002,100,17
410599502023009,410599502023,100,17
410670313012010,410670313012,1324,15
410710303031004,410710303031,1200,23
410530205002003,410530205002,1200,23
410670310091009,410670310091,1324,15
410710302022007,410710302022,1200,23
410599502013026,410599502013,100,17
410670319112010,410670319112,1320,31
410670308013004,410670308013,1320,31
410670308033013,410670308033,1320,31
410579603002004,410579603002,500,5
410579606001002,410579606001,500,5
410599508004027,410599508004,100,17
410659703001012,410659703001,200,3
410599506022002,410599506022,100,17
410659708004086,410659708004,200,3
410670307001007,410670307001,1320,31
410619702001074,410619702001,100,17
410710301011048,410710301011,1200,23
410670326101016,410670326101,1322,25
410670326102003,410670326102,1322,25
410670322011008,410670322011,1322,25
410670305012008,410670305012,1324,15
410670305014001,410670305014,1324,15
410670305023012,410670305023,1324,15
410670318062005,410670318062,1323,26
410670318064008,410670318064,1323,26
410710308021015,410710308021,1200,23
410670315161003,410670315161,1324,15
410670315162005,410670315162,1324,15
410670303004010,410670303004,1324,15
410670326064011,410670326064,1322,25
410710307032025,410710307032,1200,23
410670310053011,410670310053,1324,15
410670310072017,410670310072,1324,15
410670318171000,410670318171,1323,26
410659708002154,410659708002,200,3
410670333012005,410670333012,1321,27
410639603001080,410639603001,100,17
410670317053002,410670317053,1323,26
410710307032032,410710307032,1200,23
410710307041005,410710307041,1200,23
410710307041008,410710307041,1200,23
410710308022028,410710308022,1200,23
410599505002005,410599505002,100,17
410599505002015,410599505002,100,17
410599505003010,410599505003,100,17
410670331021002,410670331021,1321,27
410670321071032,410670321071,1320,31
