PUMA,BLOCK,hh_id
11000,530599502002072,167
11000,530599502002072,467
11000,530599502002072,769
11000,530599502002072,1265
11000,530599502002072,2108
11000,530599502002072,2353
11000,530599502002072,2489
11000,530599502002072,2609
11000,530599502002072,3537
11000,530599502002072,3766
11000,530599502003114,39
11000,530599502003114,96
11000,530599502003114,96
11000,530599502003114,96
11000,530599502003114,96
11000,530599502003114,96
11000,530599502003114,96
11000,530599502003114,167
11000,530599502003114,167
11000,530599502003114,167
11000,530599502003114,168
11000,530599502003114,168
11000,530599502003114,168
11000,530599502003114,199
11000,530599502003114,199
11000,530599502003114,199
11000,530599502003114,199
11000,530599502003114,336
11000,530599502003114,336
11000,530599502003114,378
11000,530599502003114,378
11000,530599502003114,378
11000,530599502003114,378
11000,530599502003114,378
11000,530599502003114,378
11000,530599502003114,378
11000,530599502003114,385
11000,530599502003114,385
11000,530599502003114,385
11000,530599502003114,409
11000,530599502003114,409
11000,530599502003114,409
11000,530599502003114,409
11000,530599502003114,409
11000,530599502003114,467
11000,530599502003114,467
11000,530599502003114,467
11000,530599502003114,467
11000,530599502003114,467
11000,530599502003114,467
11000,530599502003114,467
11000,530599502003114,467
11000,530599502003114,559
11000,530599502003114,559
11000,530599502003114,559
11000,530599502003114,559
11000,530599502003114,559
11000,530599502003114,569
11000,530599502003114,569
11000,530599502003114,569
11000,530599502003114,569
11000,530599502003114,624
11000,530599502003114,624
11000,530599502003114,624
11000,530599502003114,624
11000,530599502003114,624
11000,530599502003114,624
11000,530599502003114,624
11000,530599502003114,624
11000,530599502003114,624
11000,530599502003114,624
11000,530599502003114,624
11000,530599502003114,624
11000,530599502003114,624
11000,530599502003114,624
11000,530599502003114,624
11000,530599502003114,624
11000,530599502003114,624
11000,530599502003114,624
11000,530599502003114,624
11000,530599502003114,624
11000,530599502003114,624
11000,530599502003114,624
11000,530599502003114,624
11000,530599502003114,624
11000,530599502003114,624
11000,530599502003114,624
11000,530599502003114,624
11000,530599502003114,624
11000,530599502003114,754
11000,530599502003114,754
11000,530599502003114,754
11000,530599502003114,769
11000,530599502003114,769
11000,530599502003114,769
11000,530599502003114,769
11000,530599502003114,769
11000,530599502003114,806
11000,530599502003114,806
11000,530599502003114,806
11000,530599502003114,806
11000,530599502003114,806
11000,530599502003114,806
11000,530599502003114,806
11000,530599502003114,806
11000,530599502003114,806
11000,530599502003114,806
11000,530599502003114,806
11000,530599502003114,812
11000,530599502003114,812
11000,530599502003114,812
11000,530599502003114,812
11000,530599502003114,812
11000,530599502003114,812
11000,530599502003114,812
11000,530599502003114,839
11000,530599502003114,962
11000,530599502003114,962
11000,530599502003114,987
11000,530599502003114,987
11000,530599502003114,987
11000,530599502003114,987
11000,530599502003114,987
11000,530599502003114,987
11000,530599502003114,987
11000,530599502003114,987
11000,530599502003114,987
11000,530599502003114,987
11000,530599502003114,987
11000,530599502003114,987
11000,530599502003114,987
11000,530599502003114,992
11000,530599502003114,1000
11000,530599502003114,1138
11000,530599502003114,1138
11000,530599502003114,1138
11000,530599502003114,1168
11000,530599502003114,1168
11000,530599502003114,1168
11000,530599502003114,1265
11000,530599502003114,1316
11000,530599502003114,1316
11000,530599502003114,1316
11000,530599502003114,1316
11000,530599502003114,1316
11000,530599502003114,1316
11000,530599502003114,1316
11000,530599502003114,1316
11000,530599502003114,1413
11000,530599502003114,1413
11000,530599502003114,1413
11000,530599502003114,1413
11000,530599502003114,1413
11000,530599502003114,1413
11000,530599502003114,1413
11000,530599502003114,1413
11000,530599502003114,1413
11000,530599502003114,1413
11000,530599502003114,1413
11000,530599502003114,1413
11000,530599502003114,1413
11000,530599502003114,1520
11000,530599502003114,1520
11000,530599502003114,1599
11000,530599502003114,1618
11000,530599502003114,1618
11000,530599502003114,1622
11000,530599502003114,1622
11000,530599502003114,1622
11000,530599502003114,1623
11000,530599502003114,1648
11000,530599502003114,1648
11000,530599502003114,1736
11000,530599502003114,1736
11000,530599502003114,1736
11000,530599502003114,1736
11000,530599502003114,1736
11000,530599502003114,1736
11000,530599502003114,1742
11000,530599502003114,1742
11000,530599502003114,1742
11000,530599502003114,1742
11000,530599502003114,1742
11000,530599502003114,1742
11000,530599502003114,1742
11000,530599502003114,1742
11000,530599502003114,1742
11000,530599502003114,1742
11000,530599502003114,1742
11000,530599502003114,1742
11000,530599502003114,1742
11000,530599502003114,1742
11000,530599502003114,1742
11000,530599502003114,1742
11000,530599502003114,1742
11000,530599502003114,1742
11000,530599502003114,1742
11000,530599502003114,1742
11000,530599502003114,1742
11000,530599502003114,1742
11000,530599502003114,1753
11000,530599502003114,1793
11000,530599502003114,1793
11000,530599502003114,1808
11000,530599502003114,1808
11000,530599502003114,1844
11000,530599502003114,1844
11000,530599502003114,1844
11000,530599502003114,1844
11000,530599502003114,1844
11000,530599502003114,1844
11000,530599502003114,1844
11000,530599502003114,1888
11000,530599502003114,1888
11000,530599502003114,1888
11000,530599502003114,1888
11000,530599502003114,1888
11000,530599502003114,1889
11000,530599502003114,1940
11000,530599502003114,1940
11000,530599502003114,1940
11000,530599502003114,1940
11000,530599502003114,1940
11000,530599502003114,2108
11000,530599502003114,2108
11000,530599502003114,2108
11000,530599502003114,2108
11000,530599502003114,2108
11000,530599502003114,2108
11000,530599502003114,2108
11000,530599502003114,2108
11000,530599502003114,2108
11000,530599502003114,2108
11000,530599502003114,2108
11000,530599502003114,2108
11000,530599502003114,2108
11000,530599502003114,2108
11000,530599502003114,2108
11000,530599502003114,2108
11000,530599502003114,2108
11000,530599502003114,2108
11000,530599502003114,2108
11000,530599502003114,2108
11000,530599502003114,2108
11000,530599502003114,2108
11000,530599502003114,2108
11000,530599502003114,2153
11000,530599502003114,2153
11000,530599502003114,2153
11000,530599502003114,2153
11000,530599502003114,2153
11000,530599502003114,2234
11000,530599502003114,2234
11000,530599502003114,2234
11000,530599502003114,2234
11000,530599502003114,2234
11000,530599502003114,2234
11000,530599502003114,2234
11000,530599502003114,2234
11000,530599502003114,2234
11000,530599502003114,2234
11000,530599502003114,2234
11000,530599502003114,2234
11000,530599502003114,2234
11000,530599502003114,2234
11000,530599502003114,2234
11000,530599502003114,2234
11000,530599502003114,2353
11000,530599502003114,2353
11000,530599502003114,2353
11000,530599502003114,2353
11000,530599502003114,2378
11000,530599502003114,2378
11000,530599502003114,2378
11000,530599502003114,2378
11000,530599502003114,2462
11000,530599502003114,2462
11000,530599502003114,2489
11000,530599502003114,2489
11000,530599502003114,2489
11000,530599502003114,2489
11000,530599502003114,2489
11000,530599502003114,2489
11000,530599502003114,2489
11000,530599502003114,2489
11000,530599502003114,2489
11000,530599502003114,2489
11000,530599502003114,2489
11000,530599502003114,2489
11000,530599502003114,2489
11000,530599502003114,2489
11000,530599502003114,2489
11000,530599502003114,2562
11000,530599502003114,2562
11000,530599502003114,2562
11000,530599502003114,2562
11000,530599502003114,2562
11000,530599502003114,2562
11000,530599502003114,2562
11000,530599502003114,2562
11000,530599502003114,2562
11000,530599502003114,2562
11000,530599502003114,2562
11000,530599502003114,2562
11000,530599502003114,2562
11000,530599502003114,2562
11000,530599502003114,2562
11000,530599502003114,2562
11000,530599502003114,2562
11000,530599502003114,2562
11000,530599502003114,2562
11000,530599502003114,2562
11000,530599502003114,2562
11000,530599502003114,2562
11000,530599502003114,2609
11000,530599502003114,2609
11000,530599502003114,2609
11000,530599502003114,2609
11000,530599502003114,2609
11000,530599502003114,2704
11000,530599502003114,2734
11000,530599502003114,2734
11000,530599502003114,2940
11000,530599502003114,2986
11000,530599502003114,2986
11000,530599502003114,2986
11000,530599502003114,2986
