PUMA,BLOCK,household_id,gqwgtp,SERIALNO,employed,soc,OCCP,AGEP,SEX,WKHP,ESR,SCHG,WKW,MIL,SCHL,per_num,GQFLAG
11102,530110411112001,1,15,2018GQ0112787,0,0,999,19,1,-8,6,6,-8,4,11,1,1
11102,530110411112001,2,15,2018GQ0112787,0,0,999,19,1,-8,6,6,-8,4,11,1,1
11102,530110411112001,3,15,2018GQ0112787,0,0,999,19,1,-8,6,6,-8,4,11,1,1
11102,530110411112001,4,15,2018GQ0112787,0,0,999,19,1,-8,6,6,-8,4,11,1,1
11102,530110411112001,5,15,2018GQ0112787,0,0,999,19,1,-8,6,6,-8,4,11,1,1
11102,530110411112001,6,15,2018GQ0112787,0,0,999,19,1,-8,6,6,-8,4,11,1,1
11102,530110411112001,7,15,2018GQ0112787,0,0,999,19,1,-8,6,6,-8,4,11,1,1
11102,530110411112001,8,15,2018GQ0112787,0,0,999,19,1,-8,6,6,-8,4,11,1,1
11102,530110411112001,9,15,2018GQ0112787,0,0,999,19,1,-8,6,6,-8,4,11,1,1
11102,530110411112001,10,15,2018GQ0112787,0,0,999,19,1,-8,6,6,-8,4,11,1,1
11102,530110411112001,11,15,2018GQ0112787,0,0,999,19,1,-8,6,6,-8,4,11,1,1
11102,530110411112001,12,15,2018GQ0112787,0,0,999,19,1,-8,6,6,-8,4,11,1,1
11102,530110411112001,13,15,2018GQ0112787,0,0,999,19,1,-8,6,6,-8,4,11,1,1
11102,530110411112001,14,15,2018GQ0112787,0,0,999,19,1,-8,6,6,-8,4,11,1,1
11102,530110411112001,15,15,2018GQ0112787,0,0,999,19,1,-8,6,6,-8,4,11,1,1
11102,530110411112001,16,15,2018GQ0112787,0,0,999,19,1,-8,6,6,-8,4,11,1,1
11102,530110411112001,17,15,2018GQ0112787,0,0,999,19,1,-8,6,6,-8,4,11,1,1
11102,530110411112001,18,15,2018GQ0112787,0,0,999,19,1,-8,6,6,-8,4,11,1,1
11102,530110411112001,19,15,2019GQ0011277,0,0,999,18,1,-8,6,6,-8,4,9,1,1
11102,530110411112001,20,15,2019GQ0011277,0,0,999,18,1,-8,6,6,-8,4,9,1,1
11102,530110411112001,21,15,2019GQ0011277,0,0,999,18,1,-8,6,6,-8,4,9,1,1
11102,530110411112001,22,15,2019GQ0011277,0,0,999,18,1,-8,6,6,-8,4,9,1,1
11102,530110411112001,23,15,2019GQ0011277,0,0,999,18,1,-8,6,6,-8,4,9,1,1
11102,530110411112001,24,15,2019GQ0011277,0,0,999,18,1,-8,6,6,-8,4,9,1,1
11102,530110411112001,25,15,2019GQ0011277,0,0,999,18,1,-8,6,6,-8,4,9,1,1
11102,530110411112001,26,15,2019GQ0011277,0,0,999,18,1,-8,6,6,-8,4,9,1,1
11102,530110411112001,27,15,2019GQ0011277,0,0,999,18,1,-8,6,6,-8,4,9,1,1
11102,530110411112001,28,15,2019GQ0011277,0,0,999,18,1,-8,6,6,-8,4,9,1,1
11102,530110411112001,29,15,2019GQ0011277,0,0,999,18,1,-8,6,6,-8,4,9,1,1
11102,530110411112001,30,15,2019GQ0011277,0,0,999,18,1,-8,6,6,-8,4,9,1,1
11102,530110411112001,31,15,2019GQ0011277,0,0,999,18,1,-8,6,6,-8,4,9,1,1
11102,530110411112001,32,15,2019GQ0011277,0,0,999,18,1,-8,6,6,-8,4,9,1,1
11102,530110411112001,33,15,2019GQ0011277,0,0,999,18,1,-8,6,6,-8,4,9,1,1
11102,530110411112001,34,12,2019GQ0090253,0,0,999,19,1,-8,3,6,-8,4,11,1,1
11102,530110411112001,35,12,2019GQ0090253,0,0,999,19,1,-8,3,6,-8,4,11,1,1
11102,530110411112001,36,12,2019GQ0090253,0,0,999,19,1,-8,3,6,-8,4,11,1,1
11102,530110411112001,37,12,2019GQ0090253,0,0,999,19,1,-8,3,6,-8,4,11,1,1
11102,530110411112001,38,12,2019GQ0090253,0,0,999,19,1,-8,3,6,-8,4,11,1,1
11102,530110411112001,39,12,2019GQ0090253,0,0,999,19,1,-8,3,6,-8,4,11,1,1
11102,530110411112001,40,12,2019GQ0090253,0,0,999,19,1,-8,3,6,-8,4,11,1,1
11102,530110411112001,41,12,2019GQ0090253,0,0,999,19,1,-8,3,6,-8,4,11,1,1
11102,530110411112001,42,12,2019GQ0090253,0,0,999,19,1,-8,3,6,-8,4,11,1,1
11102,530110411112001,43,12,2019GQ0090253,0,0,999,19,1,-8,3,6,-8,4,11,1,1
11102,530110411112001,44,12,2019GQ0090253,0,0,999,19,1,-8,3,6,-8,4,11,1,1
11102,530110411112001,45,12,2019GQ0090253,0,0,999,19,1,-8,3,6,-8,4,11,1,1
11102,530110411112001,46,14,2019GQ0114227,1,25,2,18,2,9,1,6,6,4,12,1,1
11102,530110411112001,47,14,2019GQ0114227,1,25,2,18,2,9,1,6,6,4,12,1,1
11102,530110411112001,48,14,2019GQ0114227,1,25,2,18,2,9,1,6,6,4,12,1,1
11102,530110411112001,49,14,2019GQ0114227,1,25,2,18,2,9,1,6,6,4,12,1,1
11102,530110411112001,50,14,2019GQ0114227,1,25,2,18,2,9,1,6,6,4,12,1,1
